## This file was created at AspGD on Thu Sep 24 08:59:44 PDT 2009
Afu5g11810	ASPL0000062573	nudA
Afu6g04660	ASPL0000001462	AN6554
Afu8g07300	ASPL0000055477	AN0325
Afu3g03000	ASPL0000033804	AN8404
Afu3g10230	ASPL0000074445	AN4966
Afu7g02360	ASPL0000037285	AN9078
Afu1g06770	ASPL0000029491	AN5715
Afu7g01390	ASPL0000034732	AN10405
Afu4g11390	ASPL0000033375	AN5597
Afu6g14150	ASPL0000028356	AN5349
Afu1g13560	ASPL0000053284	AN0694
Afu5g09580	ASPL0000071043	rodA
Afu1g05160	ASPL0000034414	AN2747
Afu4g07030	ASPL0000075849	AN4423
Afu2g16580	ASPL0000017894	AN3774
Afu1g12010	ASPL0000059445	AN1090
Afu5g01770	ASPL0000017742	AN8072
Afu8g00120	ASPL0000018330	AN3539
Afu6g05200	ASPL0000004497	AN6500
Afu2g01610	ASPL0000068140	AN7690
Afu1g05140	ASPL0000036327	AN2750
Afu6g02390	ASPL0000073849	AN11106
Afu5g13030	ASPL0000005850	AN6854
Afu4g12540	ASPL0000017808	AN10460
Afu2g05690	ASPL0000066081	AN7482
Afu7g04240	ASPL0000032543	AN5683
Afu5g04380	ASPL0000010037	AN10536
Afu5g05700	ASPL0000072427	AN11129
Afu1g01900	ASPL0000006965	AN6776
Afu1g07470	ASPL0000029812	AN5131
Afu3g03270	ASPL0000065516	AN7202
Afu7g00420	ASPL0000072797	AN8727
Afu4g12880	ASPL0000014811	AN3590
Afu2g00510	ASPL0000005682	AN6422
Afu2g11860	ASPL0000006072	AN6203
Afu5g08560	ASPL0000076803	AN4718
Afu3g12520	ASPL0000034888	AN3100
Afu6g03150	ASPL0000063303	AN7117
Afu4g04090	ASPL0000067294	AN7038
Afu3g09690	ASPL0000038275	cetA
Afu7g06590	ASPL0000040053	AN3420
Afu6g11260	ASPL0000055788	AN0570
Afu4g09700	ASPL0000051760	AN1847
Afu6g09650	ASPL0000057156	AN0224
Afu5g12860	ASPL0000007260	AN6823
Afu7g02440	ASPL0000035806	AN9074
Afu4g04510	ASPL0000069332	AN6999
Afu6g01830	ASPL0000040672	AN3236
Afu2g00190	ASPL0000054235	AN0020
Afu2g02870	ASPL0000074329	AN4534
Afu4g12050	ASPL0000017080	AN3641
Afu5g01040	ASPL0000007321	AN6450
Afu6g11150	ASPL0000056336	AN0580
Afu1g14860	ASPL0000054292	AN0825
Afu1g07420	ASPL0000031376	AN5127
Afu2g03380	ASPL0000077643	AN4494
Afu4g09360	ASPL0000050152	AN1624
Afu7g02390	ASPL0000036558	AN9076
Afu2g11790	ASPL0000000917	AN6198
Afu4g09600	ASPL0000049749	AN1827
Afu2g02280	ASPL0000073235	AN4612
Afu1g11860	ASPL0000053928	AN1105
Afu6g10970	ASPL0000055947	AN0597
Afu3g00150	ASPL0000071391	AN11096
Afu6g08890	ASPL0000050080	AN1747
Afu2g12370	ASPL0000007946	AN6290
Afu2g11700	ASPL0000005135	AN6189
Afu1g14050	ASPL0000056374	AN10117
Afu2g03730	ASPL0000018262	AN3813
Afu3g10440	ASPL0000072097	AN4944
Afu5g05790	ASPL0000070481	AN8844
Afu6g06840	ASPL0000031613	AN5753
Afu1g16570	ASPL0000058957	AN0960
Afu3g07430	ASPL0000077203	AN8605
Afu1g02040	ASPL0000052084	AN10057
Afu6g03800	ASPL0000044798	AN2183
Afu6g06940	ASPL0000027521	AN5736
Afu5g07940	ASPL0000064813	AN7739
Afu5g03210	ASPL0000016826	AN8193
Afu5g03210	ASPL0000013119	AN9459
Afu4g07410	ASPL0000029778	AN5262
Afu1g11390	ASPL0000064451	AN7399
Afu1g02370	ASPL0000012617	AN3896
Afu5g05970	ASPL0000070505	AN8828
Afu1g04330	ASPL0000061248	AN0464
Afu4g08790	ASPL0000043936	AN1664
Afu3g02520	ASPL0000010887	AN3884
Afu3g11310	ASPL0000074003	AN4868
Afu5g01500	ASPL0000037651	AN3378
Afu1g09260	ASPL0000054803	AN1360
Afu5g14570	ASPL0000039621	AN3322
Afu2g15260	ASPL0000068986	AN7596
Afu6g07610	ASPL0000041891	AN1910
Afu8g00630	ASPL0000051601	AN8908
Afu8g04320	ASPL0000048943	AN1444
Afu2g17560	ASPL0000057957	mdpC
Afu3g11730	ASPL0000039906	AN2872
Afu3g14190	ASPL0000015341	AN10481
Afu8g04370	ASPL0000046436	AN1449
Afu6g03830	ASPL0000007033	AN6629
Afu3g09990	ASPL0000076717	AN4988
Afu1g12780	ASPL0000054504	AN1000
Afu4g10240	ASPL0000047555	AN2007
Afu3g11290	ASPL0000071625	AN4870
Afu6g12460	ASPL0000013326	AN3724
Afu3g03650	ASPL0000027796	AN8539
Afu6g03910	ASPL0000001200	AN6626
Afu4g07530	ASPL0000072469	AN4459
Afu4g07980	ASPL0000012899	AN10478
Afu2g16550	ASPL0000069800	AN7328
Afu6g03330	ASPL0000013630	AN7988
Afu1g09540	ASPL0000054245	AN1334
Afu3g06260	ASPL0000076773	AN4742
Afu5g13740	ASPL0000042984	AN2472
Afu4g11810	ASPL0000032064	AN10678
Afu4g10320	ASPL0000048083	AN10252
Afu3g08330	ASPL0000041176	AN2972
Afu2g02400	ASPL0000070409	AN4631
Afu4g12810	ASPL0000012411	AN3595
Afu5g10590	ASPL0000045887	AN2312
Afu2g17060	ASPL0000028016	AN8491
Afu2g05990	ASPL0000067820	AN7453
Afu2g16530	ASPL0000064707	AN7331
Afu2g00920	ASPL0000034462	AN2632
Afu3g14540	ASPL0000018312	AN3555
Afu3g03540	ASPL0000016958	AN3887
Afu5g12830	ASPL0000016212	AN7959
Afu3g03910	ASPL0000037713	AN9192
Afu4g08810	ASPL0000042874	AN1662
Afu4g00200	ASPL0000034876	AN2837
Afu1g01560	ASPL0000030292	AN8501
Afu8g05590	ASPL0000042320	AN1548
Afu3g13410	ASPL0000033891	AN3166
Afu2g01160	ASPL0000052517	AN9275
Afu6g14240	ASPL0000032833	AN5341
Afu2g03330	ASPL0000052090	AN0615
Afu2g11770	ASPL0000000103	AN6196
Afu7g04150	ASPL0000033119	AN5693
Afu5g11270	ASPL0000061258	AN10033
Afu3g03580	ASPL0000037929	AN3175
Afu4g07320	ASPL0000072243	AN4440
Afu4g07180	ASPL0000077973	AN4410
Afu8g07160	ASPL0000002559	AN6881
Afu7g06670	ASPL0000071157	AN4609
Afu1g15240	ASPL0000058618	AN0862
Afu5g10570	ASPL0000043123	AN2317
Afu6g12700	ASPL0000010730	AN3710
Afu6g06470	ASPL0000032935	AN5781
Afu8g01580	ASPL0000057082	AN0744
Afu2g00780	ASPL0000004850	AN6412
Afu6g02990	ASPL0000075879	AN8759
Afu4g09200	ASPL0000043644	AN1613
Afu8g03950	ASPL0000050564	AN1405
Afu5g08490	ASPL0000077055	AN4662
Afu4g12370	ASPL0000010435	AN3671
Afu3g12960	ASPL0000026833	AN8510
Afu5g09180	ASPL0000052416	AN10040
Afu4g04480	ASPL0000068674	AN6997
Afu1g05000	ASPL0000061082	AN0405
Afu8g05300	ASPL0000041983	AN1521
Afu2g01310	ASPL0000067718	AN10993
Afu7g02340	ASPL0000035043	AN9080
Afu7g05020	ASPL0000070389	AN4738
Afu7g06200	ASPL0000028659	AN8434
Afu3g00920	ASPL0000055855	AN9374
Afu1g14590	ASPL0000062970	AN0795
Afu1g03960	ASPL0000012980	AN4039
Afu4g09640	ASPL0000049737	AN1843
Afu1g10510	ASPL0000059648	AN1228
Afu6g02920	ASPL0000076649	AN8769
Afu1g09030	ASPL0000057614	AN1378
Afu5g09010	ASPL0000071397	AN4676
Afu6g12780	ASPL0000009297	AN3717
Afu3g07330	ASPL0000071647	AN4838
Afu2g09750	ASPL0000000763	AN6040
Afu2g00350	ASPL0000048859	AN1583
Afu6g04320	ASPL0000005035	AN6586
Afu1g12860	ASPL0000059854	AN1009
Afu4g06310	ASPL0000073285	AN4338
Afu5g09370	ASPL0000077591	AN9482
Afu3g00560	ASPL0000061547	AN9307
Afu2g07660	ASPL0000007184	AN10741
Afu2g05090	ASPL0000047228	AN2103
Afu5g07480	ASPL0000064793	AN7771
Afu7g05650	ASPL0000003259	AN6701
Afu5g00130	ASPL0000028022	AN5461
Afu1g12970	ASPL0000055617	AN1020
Afu1g02160	ASPL0000052995	AN0350
Afu1g10230	ASPL0000062317	AN1251
Afu1g01790	ASPL0000053950	AN10070
Afu3g01280	ASPL0000068250	AN7404
Afu8g01710	ASPL0000069306	calA
Afu6g07840	ASPL0000044863	AN1932
Afu2g03630	ASPL0000015627	AN9462
Afu6g12680	ASPL0000013360	AN3708
Afu4g01510	ASPL0000045656	AN1641
Afu8g01860	ASPL0000055353	AN0992
Afu2g11340	ASPL0000003052	AN5879
Afu2g01970	ASPL0000077369	AN4582
Afu1g01520	ASPL0000041287	AN2710
Afu8g05260	ASPL0000043989	AN1517
Afu5g11440	ASPL0000061673	AN0157
Afu4g00760	ASPL0000002432	AN6409
Afu1g03520	ASPL0000060892	AN0251
Afu2g11330	ASPL0000004609	AN5880
Afu2g04510	ASPL0000044526	AN1869
Afu2g12020	ASPL0000001547	AN10781
Afu7g01570	ASPL0000034227	AN9142
Afu5g05750	ASPL0000060847	AN10082
Afu1g10840	ASPL0000060942	AN1192
Afu1g09520	ASPL0000059149	AN10183
Afu6g04630	ASPL0000002346	AN6556
Afu5g03750	ASPL0000017774	AN9521
Afu8g04440	ASPL0000046285	AN10208
Afu2g04930	ASPL0000048075	AN10260
Afu1g04315	ASPL0000055974	AN0466
Afu1g06620	ASPL0000032110	AN5704
Afu8g05030	ASPL0000003750	AN10816
Afu8g07320	ASPL0000075165	AN8634
Afu2g12680	ASPL0000011675	AN7941
Afu6g09300	ASPL0000013048	AN3546
Afu1g07100	ASPL0000032023	AN5153
Afu3g03060	ASPL0000030846	phiA
Afu6g04610	ASPL0000003267	AN6558
Afu8g02360	ASPL0000027798	AN5283
Afu3g00180	ASPL0000000599	AN6659
Afu1g17080	ASPL0000055646	AN0626
Afu6g02040	ASPL0000080343	AN8669
Afu4g06100	ASPL0000071755	AN4318
Afu2g05950	ASPL0000057404	AN1319
Afu1g12160	ASPL0000056806	AN1083
Afu2g05110	ASPL0000048203	AN2105
Afu2g04800	ASPL0000045246	AN2079
Afu4g07490	ASPL0000070975	AN4455
Afu2g15680	ASPL0000043754	AN2181
Afu5g04070	ASPL0000017394	AN8259
Afu4g10290	ASPL0000051161	AN2004
Afu3g12040	ASPL0000038674	AN10359
Afu4g08680	ASPL0000044905	AN1682
Afu2g00625	ASPL0000066257	AN7644
Afu2g06030	ASPL0000069062	AN7449
Afu2g03280	ASPL0000071223	AN4502
Afu1g02560	ASPL0000054936	AN0315
Afu6g13250	ASPL0000026338	AN10681
Afu6g07560	ASPL0000043902	AN1906
Afu8g04920	ASPL0000040063	AN11170
Afu4g06240	ASPL0000076891	AN4329
Afu2g09820	ASPL0000001652	AN6034
Afu4g12800	ASPL0000017677	AN3596
Afu1g01530	ASPL0000031437	AN5567
Afu6g13280	ASPL0000026751	AN5484
Afu1g03810	ASPL0000009503	AN4031
Afu2g02270	ASPL0000076829	AN4611
Afu8g02740	ASPL0000044704	AN8882
Afu2g11880	ASPL0000002799	AN6206
Afu4g07000	ASPL0000073021	AN4426
Afu2g02490	ASPL0000059898	AN0401
Afu2g02150	ASPL0000070889	AN4594
Afu2g13690	ASPL0000042737	AN2413
Afu2g05480	ASPL0000068730	AN10970
Afu7g01750	ASPL0000052020	AN1239
Afu2g13650	ASPL0000040278	AN2637
Afu4g09790	ASPL0000046303	AN1862
Afu2g03870	ASPL0000031551	AN8343
Afu2g02430	ASPL0000071129	AN4633
Afu3g12370	ASPL0000034820	AN3088
Afu6g09150	ASPL0000044552	AN1762
Afu5g01370	ASPL0000011017	AN3630
Afu6g00660	ASPL0000017416	AN7897
Afu5g13650	ASPL0000000682	oefB
Afu6g04690	ASPL0000004814	AN6535
Afu5g02110	ASPL0000010853	AN11039
Afu1g03830	ASPL0000010413	AN4033
Afu3g12620	ASPL0000001966	aatB
Afu5g05570	ASPL0000070451	AN8860
Afu4g14010	ASPL0000031629	AN5737
Afu1g01760	ASPL0000059372	AN0379
Afu5g14600	ASPL0000017486	AN8144
Afu2g14820	ASPL0000069500	AN7555
Afu7g02520	ASPL0000038614	AN9071
Afu3g10630	ASPL0000075691	AN4927
Afu3g06500	ASPL0000074347	AN10584
Afu3g14040	ASPL0000051573	AN2495
Afu1g09550	ASPL0000062581	AN1333
Afu3g09150	ASPL0000042266	AN1822
Afu6g06650	ASPL0000033634	AN5767
Afu1g13780	ASPL0000056547	AN0734
Afu6g12490	ASPL0000018240	AN3686
Afu6g06330	ASPL0000030910	AN10721
Afu5g14340	ASPL0000026981	AN8561
Afu4g07290	ASPL0000076385	AN10555
Afu6g01850	ASPL0000073961	AN8649
Afu2g16350	ASPL0000064281	AN7356
Afu5g06350	ASPL0000041807	AN2276
Afu1g12065	ASPL0000051917	AN10161
Afu5g03780	ASPL0000015000	AN11062
Afu2g02820	ASPL0000072225	AN4539
Afu7g01950	ASPL0000034530	AN11176
Afu2g13860	ASPL0000050285	AN2426
Afu1g17650	ASPL0000038358	AN2721
Afu3g11370	ASPL0000037297	AN2906
Afu6g03920	ASPL0000005442	AN10836
Afu4g10280	ASPL0000046660	ypdA
Afu4g07600	ASPL0000078178	AN9433
Afu3g11800	ASPL0000000272	AN6763
Afu6g03000	ASPL0000075293	AN11118
Afu1g15560	ASPL0000054468	AN0884
Afu5g08100	ASPL0000066073	AN7724
Afu2g15110	ASPL0000066503	AN7580
Afu2g05510	ASPL0000063719	AN11565
Afu4g14260	ASPL0000051241	AN2591
Afu1g04230	ASPL0000056575	AN0476
Afu5g09700	ASPL0000072263	AN8784
Afu1g10500	ASPL0000062810	AN1229
Afu4g09100	ASPL0000046255	AN10224
Afu3g03660	ASPL0000068194	AN7801
Afu3g02530	ASPL0000030184	AN5475
Afu2g01150	ASPL0000065997	AN10998
Afu4g00870	ASPL0000003792	AN6795
Afu2g12540	ASPL0000000684	AN6278
Afu5g08640	ASPL0000077105	AN10581
Afu2g16410	ASPL0000067406	AN7347
Afu2g03770	ASPL0000010701	AN3809
Afu2g15720	ASPL0000049018	AN10270
Afu1g09570	ASPL0000060583	AN1336
Afu8g05950	ASPL0000043256	AN1574
Afu2g14905	ASPL0000068806	AN7561
Afu3g08690	ASPL0000041528	AN3000
Afu3g14340	ASPL0000043446	AN2511
Afu5g06690	ASPL0000049906	AN10280
Afu7g00870	ASPL0000070457	AN4357
Afu2g09200	ASPL0000005199	AN6082
Afu2g15270	ASPL0000065356	AN7595
Afu4g09900	ASPL0000042474	AN10243
Afu2g10350	ASPL0000008289	AN5951
Afu2g03040	ASPL0000072709	AN4522
Afu3g14580	ASPL0000074519	AN11124
Afu2g14350	ASPL0000048313	AN10295
Afu3g03080	ASPL0000007629	AN6620
Afu3g01430	ASPL0000041726	AN8959
Afu4g08260	ASPL0000015075	AN3875
Afu3g08770	ASPL0000038632	AN3011
Afu2g16500	ASPL0000069792	AN7336
Afu3g05470	ASPL0000041128	AN3457
Afu7g00760	ASPL0000074121	AN4348
Afu4g04700	ASPL0000066799	AN6983
Afu2g07440	ASPL0000004944	AN10738
Afu2g11550	ASPL0000003740	AN5862
Afu1g01360	ASPL0000009216	AN3872
Afu3g12940	ASPL0000075429	AN4773
Afu5g13500	ASPL0000007866	AN6905
Afu4g09760	ASPL0000047823	AN2058
Afu3g07750	ASPL0000002691	AN6353
Afu4g10510	ASPL0000051667	AN1986
Afu6g06600	ASPL0000032276	AN5771
Afu4g12220	ASPL0000010453	AN3655
Afu6g06530	ASPL0000033615	AN5775
Afu3g12300	ASPL0000076279	AN5014
Afu3g08320	ASPL0000036740	AN2971
Afu7g05500	ASPL0000037663	AN3255
Afu3g02460	ASPL0000065085	AN10937
Afu1g02380	ASPL0000054920	AN0331
Afu4g10630	ASPL0000043483	AN10253
Afu6g02845	ASPL0000077177	AN8752
Afu5g13610	ASPL0000002867	AN6912
Afu5g09560	ASPL0000071769	AN8805
Afu3g03810	ASPL0000011371	AN3518
Afu3g13890	ASPL0000035003	AN3151
Afu6g12220	ASPL0000039594	AN3429
Afu3g09580	ASPL0000041564	AN10364
Afu3g03950	ASPL0000053507	AN0602
Afu3g06190	ASPL0000070715	AN10585
Afu7g01380	ASPL0000035856	AN10394
Afu1g04300	ASPL0000062391	AN0468
Afu2g04710	ASPL0000044220	AN2069
Afu4g00450	ASPL0000001840	AN6319
Afu6g04930	ASPL0000007942	AN6524
Afu8g02830	ASPL0000050199	AN8875
Afu1g10740	ASPL0000060607	AN1205
Afu3g10460	ASPL0000071333	AN4942
Afu5g03310	ASPL0000013425	AN8200
Afu2g02700	ASPL0000073821	AN4559
Afu3g09780	ASPL0000077063	AN5008
Afu1g13550	ASPL0000061591	AN0693
Afu4g04690	ASPL0000063673	AN6984
Afu1g08990	ASPL0000012732	AN4004
Afu2g02060	ASPL0000078170	AN4584
Afu2g05630	ASPL0000066737	AN7476
Afu2g02630	ASPL0000071469	AN4553
Afu1g04850	ASPL0000057921	nudG
Afu5g10240	ASPL0000050692	AN2338
Afu2g12460	ASPL0000057204	AN1149
Afu2g14430	ASPL0000039856	AN3349
Afu5g12120	ASPL0000058140	AN0090
Afu5g08520	ASPL0000074275	AN4665
Afu2g13990	ASPL0000008484	AN6372
Afu8g01500	ASPL0000029740	AN8542
Afu1g00950	ASPL0000013062	AN3538
Afu3g06860	ASPL0000074213	AN4796
Afu5g08200	ASPL0000064901	AN11006
Afu8g01690	ASPL0000047088	AN2488
Afu3g01610	ASPL0000009125	AN11043
Afu1g13430	ASPL0000057847	AN0682
Afu4g08210	ASPL0000010683	AN3825
Afu6g11490	ASPL0000062492	AN10096
Afu3g00800	ASPL0000041088	AN2655
Afu1g01820	ASPL0000058837	AN10069
Afu4g03420	ASPL0000054787	AN9338
Afu4g05950	ASPL0000077537	AN4304
Afu7g05950	ASPL0000001720	AN6732
Afu8g02750	ASPL0000044344	AN11145
Afu8g02450	ASPL0000045027	AN8913
Afu2g05200	ASPL0000043470	AN10261
Afu1g17550	ASPL0000049324	AN2408
Afu5g08360	ASPL0000066749	AN11001
Afu3g00730	ASPL0000042364	AN8942
Afu4g10960	ASPL0000031168	AN5647
Afu1g11040	ASPL0000064187	AN10896
Afu3g00810	ASPL0000069186	AN7211
Afu3g07740	ASPL0000041022	AN2913
Afu7g03960	ASPL0000015035	AN4261
Afu2g14870	ASPL0000067198	AN7558
Afu8g06820	ASPL0000040340	AN3197
Afu6g05190	ASPL0000000462	AN10827
Afu8g04890	ASPL0000048225	AN1493
Afu8g02420	ASPL0000050612	AN8906
Afu8g02770	ASPL0000049793	AN11146
Afu3g02950	ASPL0000056938	AN9378
Afu1g06830	ASPL0000030976	AN5719
Afu1g06580	ASPL0000010019	AN4252
Afu6g13400	ASPL0000007667	AN6362
Afu6g14090	ASPL0000028334	AN5357
Afu6g06700	ASPL0000031599	AN5761
Afu2g17470	ASPL0000029049	AN5367
Afu5g01990	ASPL0000010810	AN8043
Afu2g16570	ASPL0000052294	AN0023
Afu1g06380	ASPL0000014148	AN4219
Afu1g12660	ASPL0000054693	AN1027
Afu8g05120	ASPL0000043999	AN1509
Afu6g00430	ASPL0000059722	AN0362
Afu4g00280	ASPL0000010403	AN4041
Afu2g18040	ASPL0000032042	AN11080
Afu4g09510	ASPL0000066629	AN7052
Afu6g10700	ASPL0000049286	AN2432
Afu5g08350	ASPL0000067200	AN7701
Afu6g13820	ASPL0000027858	AN5402
Afu6g10300	ASPL0000027728	AN8571
Afu1g11480	ASPL0000058769	AN1152
Afu2g18020	ASPL0000058536	AN9250
Afu7g03970	ASPL0000010009	AN4260
Afu4g12360	ASPL0000011259	AN3673
Afu2g08890	ASPL0000002200	AN6108
Afu6g13860	ASPL0000031336	AN5401
Afu2g17120	ASPL0000065731	AN7253
Afu1g15040	ASPL0000058627	AN0846
Afu3g08580	ASPL0000040642	AN2989
Afu4g06010	ASPL0000075389	AN4309
Afu2g14460	ASPL0000035690	AN3276
Afu1g04690	ASPL0000061254	AN0448
Afu2g17250	ASPL0000037555	AN2834
Afu6g07550	ASPL0000048493	AN1905
Afu4g00670	ASPL0000036420	AN3421
Afu8g01940	ASPL0000004908	AN6154
Afu2g03590	ASPL0000009791	AN3823
Afu8g00380	ASPL0000065490	AN7083
Afu2g13920	ASPL0000077931	AN4291
Afu8g05650	ASPL0000042511	AN10219
Afu6g03500	ASPL0000045072	AN9017
Afu8g02680	ASPL0000047611	AN8888
Afu1g11360	ASPL0000073317	AN8583
Afu8g04900	ASPL0000041967	AN9515
Afu2g10100	ASPL0000000414	AN5996
Afu6g03370	ASPL0000034065	AN10399
Afu3g13910	ASPL0000041320	AN11377
Afu1g12720	ASPL0000056480	AN0996
Afu4g14030	ASPL0000015301	AN7850
Afu4g10610	ASPL0000047174	AN1979
Afu6g10070	ASPL0000031503	AN5428
Afu2g08190	ASPL0000007401	AN6176
Afu7g05980	ASPL0000007577	AN6735
Afu8g01900	ASPL0000071643	AN4846
Afu4g03040	ASPL0000051337	AN10313
Afu6g07600	ASPL0000004975	AN6023
Afu2g01050	ASPL0000064435	AN7649
Afu8g03910	ASPL0000050520	AN9423
Afu8g06070	ASPL0000057382	AN0005
Afu5g01380	ASPL0000005231	AN5938
Afu3g00880	ASPL0000037931	AN3310
Afu7g03860	ASPL0000009413	AN4269
Afu6g02970	ASPL0000077979	AN8762
Afu1g05350	ASPL0000012076	AN4061
Afu3g00350	ASPL0000011968	AN3616
Afu5g14240	ASPL0000033778	AN8527
Afu1g05450	ASPL0000015747	AN4069
Afu2g10130	ASPL0000003627	AN5993
Afu1g01950	ASPL0000057707	AN0365
Afu3g14730	ASPL0000055172	AN9305
Afu1g05790	ASPL0000011144	AN4190
Afu4g07640	ASPL0000076821	AN4468
Afu1g15650	ASPL0000059280	AN0899
Afu7g05940	ASPL0000000424	AN10851
Afu1g05660	ASPL0000010291	AN9533
Afu8g03890	ASPL0000043969	AN9420
Afu6g10290	ASPL0000066559	AN7191
Afu3g11610	ASPL0000037691	AN2885
Afu3g14300	ASPL0000048061	AN2510
Afu1g11530	ASPL0000051499	AN9425
Afu4g03310	ASPL0000073211	AN4485
Afu8g00390	ASPL0000002216	AN6945
Afu2g07890	ASPL0000002356	AN6298
Afu2g15210	ASPL0000065787	AN10963
Afu8g06990	ASPL0000051647	AN2364
Afu3g08440	ASPL0000035440	AN2978
Afu1g07490	ASPL0000027169	AN5126
Afu3g10550	ASPL0000074935	AN4933
Afu6g08950	ASPL0000045626	AN1756
Afu1g10040	ASPL0000058761	AN1267
Afu2g08370	ASPL0000006648	AN6158
Afu6g04770	ASPL0000005650	AN6545
Afu3g15060	ASPL0000068522	AN7780
Afu3g12190	ASPL0000074223	AN5051
Afu5g05940	ASPL0000076889	AN8832
Afu6g02960	ASPL0000074379	AN8763
Afu6g12920	ASPL0000031921	AN5526
Afu3g09500	ASPL0000069194	AN7068
Afu3g11340	ASPL0000035780	AN2910
Afu3g01220	ASPL0000012882	AN8102
Afu1g11200	ASPL0000056100	AN1161
Afu1g09090	ASPL0000062047	AN9464
Afu4g03050	ASPL0000045045	AN2484
Afu5g12850	ASPL0000002304	AN6822
Afu5g08920	ASPL0000077331	AN4689
Afu5g02070	ASPL0000017768	AN8048
Afu5g13840	ASPL0000062614	AN1202
Afu4g06360	ASPL0000077709	AN4347
Afu7g04280	ASPL0000026389	AN5679
Afu2g12730	ASPL0000069388	AN7115
Afu4g04040	ASPL0000069612	AN7043
Afu4g07070	ASPL0000072025	AN10554
Afu5g00700	ASPL0000034776	AN3346
Afu3g06640	ASPL0000076961	AN4777
Afu2g04380	ASPL0000034349	AN9193
Afu5g06030	ASPL0000051369	AN2305
Afu4g06770	ASPL0000073473	AN4655
Afu4g11620	ASPL0000027217	AN5574
Afu1g03880	ASPL0000012972	AN4047
Afu2g14340	ASPL0000049326	AN10301
Afu6g04620	ASPL0000007309	AN6557
Afu8g00230	ASPL0000039734	AN9227
Afu4g06500	ASPL0000073253	AN4362
Afu6g03450	ASPL0000074983	AN11095
Afu1g04470	ASPL0000051968	AN0429
Afu7g06740	ASPL0000007830	AN6786
Afu2g11800	ASPL0000005977	AN6199
Afu2g07650	ASPL0000007188	AN10733
Afu6g03680	ASPL0000004866	AN6404
Afu6g12320	ASPL0000015163	AN3736
Afu2g01670	ASPL0000069434	AN7686
Afu4g13240	ASPL0000046922	AN1936
Afu1g14290	ASPL0000056132	AN0767
Afu1g10090	ASPL0000061768	AN10174
Afu4g01480	ASPL0000041000	AN3041
Afu2g17580	ASPL0000057697	mdpB
Afu4g09270	ASPL0000051653	AN2348
Afu3g00250	ASPL0000036233	AN3235
Afu1g05380	ASPL0000012947	AN4063
Afu1g10850	ASPL0000057787	sumO
Afu3g13740	ASPL0000046340	AN1588
Afu4g10720	ASPL0000048735	AN1972
Afu5g07380	ASPL0000063191	AN7629
Afu1g05220	ASPL0000039973	AN2741
Afu1g05940	ASPL0000011497	AN10521
Afu2g17820	ASPL0000006425	AN6952
Afu3g12950	ASPL0000068242	AN7269
Afu4g03830	ASPL0000064363	AN7102
Afu3g08460	ASPL0000041158	AN2980
Afu5g08980	ASPL0000070613	AN4682
Afu6g13510	ASPL0000028040	AN5445
Afu6g00570	ASPL0000002879	AN6670
Afu1g14150	ASPL0000057659	AN0754
Afu4g06700	ASPL0000070433	AN4381
Afu1g10430	ASPL0000062369	AN10168
Afu6g00600	ASPL0000063739	AN7786
Afu1g02870	ASPL0000056741	AN0273
Afu6g02930	ASPL0000071569	AN8766
Afu1g13400	ASPL0000061606	AN0677
Afu2g14440	ASPL0000033233	AN8437
Afu5g10270	ASPL0000012366	AN10507
Afu7g01210	ASPL0000005295	AN6780
Afu6g03700	ASPL0000052614	AN10083
Afu1g14190	ASPL0000061958	AN0759
Afu2g04120	ASPL0000031090	AN5223
Afu4g13430	ASPL0000043171	AN1955
Afu1g16960	ASPL0000053144	AN0635
Afu3g10900	ASPL0000076275	AN4902
Afu6g13330	ASPL0000032773	AN5480
Afu1g17510	ASPL0000032693	AN8320
Afu7g02140	ASPL0000034604	AN9097
Afu2g07720	ASPL0000002829	AN5828
Afu1g12110	ASPL0000058072	AN10163
Afu5g12910	ASPL0000050456	AN1802
Afu3g02010	ASPL0000026697	AN10704
Afu5g13100	ASPL0000006733	AN6856
Afu8g04960	ASPL0000049189	AN1495
Afu4g00910	ASPL0000051439	AN2039
Afu6g09120	ASPL0000051095	AN1765
Afu8g07110	ASPL0000072203	AN11110
Afu1g16640	ASPL0000037865	AN3298
Afu5g10300	ASPL0000036029	AN11200
Afu3g09980	ASPL0000073107	AN4989
Afu4g03230	ASPL0000046360	AN1723
Afu6g12170	ASPL0000009263	fprA
Afu2g13800	ASPL0000043744	AN2423
Afu2g13930	ASPL0000008467	AN6380
Afu2g03250	ASPL0000072741	AN4506
Afu4g00520	ASPL0000027682	AN10650
Afu3g01290	ASPL0000055724	AN9315
Afu7g05770	ASPL0000007605	AN6719
Afu6g13500	ASPL0000032156	AN5446
Afu7g06610	ASPL0000039720	AN9235
Afu7g00450	ASPL0000004401	AN6754
Afu5g10250	ASPL0000045142	AN2337
Afu5g08870	ASPL0000075821	AN10588
Afu4g13570	ASPL0000006893	AN6094
Afu7g00170	ASPL0000006961	AN6784
Afu5g02640	ASPL0000038081	AN9223
Afu3g14130	ASPL0000048079	AN2502
Afu1g12140	ASPL0000062133	AN1081
Afu1g12460	ASPL0000040698	AN9181
Afu3g15070	ASPL0000003977	AN6259
Afu4g07830	ASPL0000014916	AN11419
Afu7g00470	ASPL0000017573	AN3969
Afu3g12790	ASPL0000040720	AN3121
Afu2g09760	ASPL0000008351	AN6039
Afu4g09610	ASPL0000056755	AN0400
